owner,repo,github_stars,download_count,experimental_ai_generated_description,risk_category,adjusted_risk_score,popularity_score,doc_quality_score,doc_quality_adjustment,readme_found,has_installation_docs,has_usage_docs,has_api_reference,has_security_docs,has_error_handling,has_cli_docs,has_code_examples,has_screenshots,has_license_info,readme_size_bytes,headings_count,code_blocks_count,readability_score,missing_sections,oauth_implementation,direct_api_tokens,main_risk_factors,outbound_connections
psycharch,minimax-mcp-tools,45,0,"Minimax MCP Tools provides integration with Minimax's AI services, offering image generation and text-to-speech capabilities through a Node.js implementation. The server exposes these features via the Model Context Protocol, allowing editors like Windsurf and Cursor to seamlessly access Minimax's image-01 model for creating images from text prompts and speech-01 models for converting text to natural-sounding speech with various voice options and customizations. It's particularly useful for creative workflows requiring AI-generated visual or audio content without leaving the editing environment.",MINIMAL,0.72,1.0,7.4,-2.22,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,5290,14,5,5.0,error_handling,No,Yes,,
spences10,mcp-omnisearch,45,1085,"Unified search and content processing MCP server that integrates multiple AI and web search providers like Tavily, Brave, Kagi, Perplexity, and Firecrawl. Provides a flexible tool registry with detailed provider descriptions, supporting search, AI response, content extraction, and content enhancement across various domains. Designed to enable AI assistants to dynamically select the most appropriate provider for complex information retrieval and processing tasks.",MINIMAL,0.93,1.2,7.6,-2.28,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,13193,44,23,3.5,,No,Yes,,
davidshtian,mcp-on-aws-bedrock,44,0,"This AWS Bedrock MCP implementation, developed by Anthropic, provides a seamless integration between Anthropic's Model Context Protocol and Amazon's Bedrock service. Built with Python using boto3 and the MCP SDK, it offers a client that can interact with MCP-enabled tools through Bedrock's runtime service, specifically using the Nova Pro model. The implementation features tool format conversion for Bedrock compatibility, asynchronous communication handling, and structured logging. By bridging MCP and Bedrock, it enables AI systems to leverage both protocols' strengths, making it particularly useful for developers looking to combine Anthropic's MCP capabilities with AWS's scalable infrastructure for applications in natural language processing, task automation, and AI-assisted decision making.",MINIMAL,0.79,1.0,6.9,-2.07,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2188,11,2,5.0,,No,No,,
hannesrudolph,imessage-query-fastmcp-mcp-server,44,0,"This MCP server, developed by Hannes Rudolph, enables AI assistants to query and analyze iMessage conversations on macOS. Built with FastMCP and the imessagedb library, it provides read-only access to the iMessage database with robust safety features like phone number validation and attachment handling. The server exposes a 'get_chat_transcript' tool that retrieves message history for specific contacts, including text, timestamps, and attachment info. By connecting AI capabilities with personal messaging data, this implementation allows AI systems to gain insights from conversation history while maintaining privacy and security. It is particularly useful for personal productivity use cases like summarizing past discussions, analyzing communication patterns, or extracting action items from chats.",MINIMAL,0.81,1.0,6.2,-1.86,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,3614,15,4,5.0,usage; license,No,No,,
mkummer225,google-sheets-mcp,44,0,"A Google Sheets MCP server that enables AI assistants to interact directly with spreadsheets through the Google Sheets API. Developed by Matt Kummer, this TypeScript implementation provides a comprehensive set of tools for creating, reading, and editing spreadsheets, including operations like creating new documents, managing sheets, manipulating rows and columns, and editing individual cells. The server handles OAuth authentication with Google's services and formats responses in a structured manner for AI consumption. It's particularly useful for scenarios requiring data analysis, report generation, or collaborative document management where AI assistants need direct access to spreadsheet functionality.",MINIMAL,0.3,1.0,6.5,-1.95,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,2388,6,2,5.0,error_handling,Yes,No,,
mzxrai,mcp-openai,44,2507,"This MCP server, developed by mzxrai, enables AI assistants like Claude to seamlessly interact with OpenAI's language models directly from the Claude Desktop app. It supports multiple models including GPT-4 and provides a simple message passing interface for tasks like text generation and completion. The server integrates with the OpenAI API and handles authentication via API key. By bridging Claude's capabilities with OpenAI's models, this implementation allows users to leverage multiple AI systems in a single conversation. It is particularly useful for comparing model outputs, accessing specialized capabilities, or supplementing Claude's knowledge in areas where OpenAI models may excel.",MINIMAL,0.92,1.2,7.4,-2.22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2289,16,5,5.0,,No,Yes,,
r-huijts,rijksmuseum-mcp,44,0,"This Rijksmuseum Amsterdam MCP server, developed by R.Huijts, provides a bridge to the Rijksmuseum API, enabling AI assistants to explore and interact with the museum's vast art collection. Built with TypeScript and leveraging the Model Context Protocol SDK, it offers tools for artwork search, detailed information retrieval, high-resolution image access, and user collection exploration. The server implements error handling and environment configuration, using dotenv for API key management. By abstracting the complexities of the Rijksmuseum API, it allows AI systems to easily access and analyze art historical data. This implementation is particularly valuable for applications in art research, education, and cultural exploration, facilitating use cases such as virtual museum tours, art analysis, and personalized collection curation.",MINIMAL,0.71,1.0,6.9,-2.07,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,5645,22,11,5.0,error_handling,No,Yes,,https://www.rijksmuseum.nl/api; https://www.rijksmuseum.nl/api/en
ruixingshi,deepseek-thinker-mcp,44,1443,"This MCP server, developed by Ruixing Shi, provides a standardized interface for interacting with the DeepSeek Thinker model. Built with TypeScript and leveraging the Model Context Protocol SDK, it offers tools for generating chain-of-thought reasoning. The implementation focuses on exposing DeepSeek's advanced reasoning capabilities through a consistent MCP interface, enabling AI models to perform complex problem-solving and analytical tasks. By connecting AI assistants with DeepSeek's powerful cognitive abilities, this server facilitates sophisticated scenarios like multi-step reasoning, decision-making support, and in-depth analysis. It's particularly valuable for applications requiring advanced AI-driven problem-solving, such as research assistance, strategic planning, and complex data interpretation.",MINIMAL,0.91,1.2,6.9,-2.07,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2781,19,6,3.5,,No,Yes,,
square,square-mcp-server,44,0,"Square MCP Server provides a bridge between AI assistants and Square's complete API ecosystem, enabling comprehensive e-commerce and payment processing capabilities. Built by Block, Inc., it offers tools for managing payments, orders, inventory, customers, and more through a standardized interface that handles authentication, request formatting, and response parsing. The server supports both sandbox and production environments, implements write protection options, and is designed for integration with Claude Desktop and Goose. It's particularly valuable for developers who need to integrate Square's payment and business management capabilities into conversational AI applications.",MINIMAL,0.77,1.0,7.7,-2.31,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5879,20,7,5.0,,Yes,Yes,,
winor30,mcp-server-datadog,44,4570,"This MCP server implementation provides integration with Datadog's API, enabling AI assistants to manage and retrieve incident information. Developed by winor30, it offers tools for listing and retrieving Datadog incidents, with plans for future expansion to cover more Datadog resources. Built using TypeScript and leveraging the Datadog API client, the server focuses on incident management capabilities. It is particularly useful for AI applications that need to monitor and respond to system incidents or integrate Datadog's observability data into their workflows.",MINIMAL,0.93,1.2,7.6,-2.28,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,11801,12,7,3.5,,No,Yes,,https://docs.datadoghq.com/api/latest/hosts/#unmute-a-host; https://docs.datadoghq.com/api/latest/logs/#search-logs; https://docs.datadoghq.com/ja/api/latest/dashboards/#get-a-dashboard; https://docs.datadoghq.com/api/latest/downtimes/#cancel-a-downtime; https://docs.datadoghq.com/api/latest/hosts/#get-all-hosts
xeroapi,xero-mcp-server,44,3041,"Xero MCP Server provides a bridge to the Xero accounting API, enabling AI assistants to interact with financial data and perform accounting operations. Built with TypeScript, it supports tools for managing contacts, invoices, quotes, and credit notes through OAuth2 custom connections. Particularly useful for businesses seeking to automate financial workflows and integrate accounting data directly into conversational AI interactions.",MINIMAL,0.98,1.2,7.3,-2.19,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,7009,22,5,3.5,error_handling,Yes,Yes,,https://identity.xero.com/connect/token; https://api.xero.com/connections
chanmeng666,server-google-news,43,0,"This Google News MCP server, developed by Chan Meng, provides a streamlined interface for accessing Google News search results via the SerpAPI. Built with TypeScript and leveraging the MCP SDK, it offers tools to query and retrieve up-to-date news articles, headlines, and related information. By abstracting the complexities of SerpAPI interactions into a standardized MCP interface, it enables AI systems to easily incorporate current news data into their workflows. This implementation is particularly useful for applications involving news aggregation, trend analysis, and information retrieval, facilitating use cases such as personalized news feeds, media monitoring, and real-time event tracking.",MINIMAL,0.72,1.0,7.5,-2.25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6901,27,8,3.5,,No,Yes,,https://serpapi.com/search
dmontgomery40,mcp-3d-printer-server,43,1380,"This MCP server implementation provides a bridge between AI assistants and various 3D printer management systems, including OctoPrint, Klipper, Duet, Repetier, and Bambu Labs printers. Developed by David Montgomery, it offers tools for printer control, file management, and advanced STL file manipulation. The server is designed for use cases requiring 3D printing integration, such as remote printer monitoring, automated print job management, and custom model modifications.",MINIMAL,0.93,1.2,7.8,-2.34,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,30243,82,29,5.0,,Yes,Yes,Found pattern: tracking; Found pattern: collect.*data,https://example.com/some/path?page=1&#x26;format=json; https://測試; https://example.org/?a=b&#x26;a=c; http://example.com/; https://example.org/?abc=123
jurasofish,mcpunk,43,31732,"This MCP implementation, developed by Michael Jurasovic, provides a Python-based framework for building and interacting with MCP servers. It leverages libraries like FastMCP, GitPython, and SQLAlchemy to offer a robust foundation for creating MCP tools and resources. The implementation includes features for version control integration, database management, and asynchronous operations. It stands out by focusing on extensibility and developer-friendly abstractions, making it easier to create custom MCP servers and clients. This framework is particularly useful for developers looking to rapidly prototype and deploy MCP-compatible applications, especially those requiring integration with existing Python codebases or complex data processing workflows.",MINIMAL,1.37,1.6,7.7,-2.31,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,14984,15,4,5.0,,No,No,,
pinkpixel-dev,mem0-mcp,43,0,"The mem0 MCP server provides a memory capabilities layer for AI assistants, enabling them to store, retrieve, and utilize information across conversations. Built with FastAPI and the mem0ai library, it features an autonomous memory system that automatically extracts user information from conversations without requiring explicit commands, categorizes it appropriately, and injects relevant memories into future interactions. The implementation supports multiple LLM providers including OpenAI, Anthropic, Google, and Ollama, with configurable embedding models for semantic search. This server is particularly valuable for applications requiring persistent user context, personalized interactions, and long-term memory capabilities that enhance the natural flow of AI conversations.",MINIMAL,0.73,1.0,7.8,-2.34,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12620,21,14,5.0,,No,Yes,,
publikprinciple,obsidian-mcp-rest,43,0,"This MCP server implementation, developed by PublikPrinciple, provides a bridge between AI assistants and Obsidian vaults through a local REST API. Built with TypeScript and leveraging the Obsidian Local REST API plugin, it offers tools for reading, writing, and searching notes within Obsidian. The implementation focuses on secure, local access to Obsidian data, making it ideal for AI-assisted note-taking and knowledge management. It's particularly useful for developers and researchers looking to integrate Obsidian's powerful note-taking capabilities into AI workflows, enabling tasks like automated note analysis, content generation, and knowledge base querying while keeping sensitive data local and secure.",MINIMAL,0.78,1.0,7.5,-2.25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3443,14,12,5.0,,No,No,,http://${config.host
tuncer-byte,memory-bank-mcp,43,0,"Memory Bank MCP is a structured documentation system that helps teams create, manage, and access project knowledge through interconnected Markdown documents. Developed by tuncer-byte, it generates and maintains six core document types (project brief, product context, system patterns, tech context, active context, and progress) that capture different aspects of project information from high-level goals to technical details. The server leverages the Gemini API for AI-assisted document generation and updates, provides advanced search capabilities across all documents, and supports customizable storage locations, making it particularly valuable for teams seeking to maintain consistent project documentation and knowledge management through AI assistants.",MINIMAL,0.72,1.0,7.5,-2.25,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,5361,20,9,5.0,error_handling,No,Yes,,
george5562,jira-mcp-server,42,0,"This Jira MCP server, developed by an unnamed creator, integrates Jira project management capabilities with AI assistants. It leverages the Jira API to provide a streamlined interface for managing projects, issues, and workflows. The server abstracts Jira's complex API, offering operations for user management, issue creation and updating, project configuration, and automated workflows. By connecting AI systems with Jira's collaborative features, this implementation enables assistants to automate project management tasks, track progress, and maintain organized development processes. It is particularly useful for software development teams and project managers looking to enhance their Jira-based workflows with AI-driven insights and automation.",MINIMAL,0.77,1.0,7.6,-2.28,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5230,18,15,5.0,,Yes,Yes,,
heurist-network,heurist-mesh-mcp-server,42,0,"Heurist Mesh MCP Server connects Claude to the Heurist Mesh network of specialized Web3 and blockchain tools through the Model Context Protocol. This implementation provides access to various agents including CoinGecko for cryptocurrency data, DexScreener for trading pair information, GoPlus for token security analysis, and search capabilities through Exa and Firecrawl. Built by Heurist AI, the server supports both SSE and stdio transports, making it compatible with Claude in Cursor, Claude Desktop, and other MCP-compatible interfaces. Users can access multiple blockchain services with a single API key, making it ideal for cryptocurrency research, token security verification, and Web3 data analysis workflows.",MINIMAL,0.73,1.0,7.6,-2.28,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,8867,24,8,5.0,error_handling,No,Yes,,https://sequencer-v2.heurist.xyz; https://mesh.heurist.ai/mesh_agents_metadata.json
mixelpixx,google-search-mcp-server,42,1064,"This Google Search MCP server, developed using TypeScript and Python, provides AI assistants with a standardized interface to perform web searches and analyze webpage content. It integrates with the Google Custom Search API for retrieving search results and utilizes libraries like Trafilatura and BeautifulSoup for content extraction and markdown conversion. The server offers tools for executing searches, analyzing individual webpages, and batch processing multiple URLs. It's particularly valuable for AI systems that require up-to-date web information, enabling use cases such as research assistance, content summarization, and data aggregation from multiple online sources.",MINIMAL,0.93,1.2,7.8,-2.34,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7098,23,10,5.0,,No,Yes,,http://localhost:${port
jagan-shanmugam,open-streetmap-mcp,42,0,"The Windows Command Line MCP Server provides a robust, secure bridge between AI models and Windows system operations. It allows controlled execution of commands, project creation, and system information retrieval while maintaining strict security protocols.",MINIMAL,0.78,1.0,7.5,-2.25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6722,25,14,3.5,,No,No,,http://router.project-osrm.org/route/v1/{mode; https://tile.openstreetmap.org/{z; https://api.openstreetmap.org/api/0.6; https://tile.thunderforest.com/cycle/{z; https://tile.thunderforest.com/landscape/{z
pv-bhat,vibe-check-mcp-server,42,0,"The definitive Vibe Coder's sanity check Model Context Protocol (MCP) server: Prevent cascading errors in AI workflows by implementing strategic pattern interrupts. Uses tool call ""Vibe Check"" with LearnLM 1.5 Pro (Gemini API), fine-tuned for pedagogy and metacognition to enhance complex workflow strategy, and prevents tunnel vision errors.

- Prevent cascading errors in AI workflows by implementing strategic pattern interrupts.
- Uses tool call ""Vibe Check"" with LearnLM 1.5 Pro (Gemini API), fine-tuned for pedagogy and metacognition to enhance complex workflow strategy, and prevents tunnel vision errors.
- Implements ""Vibe Distill"" to encourage plan simplification, prevent over-engineering solutions, and minimize contextual drift in agents.
- Self-improving feedback loops: Agents can log mistakes into ""Vibe Learn"" to improve semantic recall and help the oversight AI target patterns over time.",MINIMAL,0.73,1.0,7.6,-2.28,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9080,25,9,3.5,,No,Yes,,https://generativelanguage.googleapis.com/v1beta/models/${MODEL_ID
